Question1;Question2;Question3;Question4;Question5;Question6;Question7;Question8;House
Dusk;The small pewter box, unassuming and plain, with a scratched message upon it that reads ‘I open only for the worthy.';Screech owl;Apparition and Disapparition (being able to materialize and dematerialize at will);Wisdom?;Feared?;You would not wait to be asked to tell Professor Flitwick the truth.  If you knew that somebody was using a forbidden quill, you would tell the teacher before the exam started.;White;Slytherin
River;Ordinary;First, a nearly perfected cure for dragon pox. Then a mysterious handwritten book full of strange runes. Finally, student records going back 1000 years.;The power of superhuman strength;The bubbling pool, in the depths of which something luminous is swirling;Screech owl;Tell Professor Flitwick the truth.  If your classmate is prepared to win by cheating, he deserves to be found out.  Also, as you are both in the same house, any points he loses will be regained by you, for coming first in his place.;White;Slytherin
Stars;Secrets about the castle;Black cat;First student records going back 1000 years. Then, a nearly perfected cure for dragon pox. Finally, a mysterious handwritten book full of strange runes.;The bubbling pool, in the depths of which something luminous is swirling;Tell them that you are worried about their mental health, and offer to call a doctor.;Selfish;Black;Hufflepuff
Moon;Barn owl;The mysterious black liquid that gleams like ink, and gives off fumes that make you see strange visions.;Hexes and jinxes;First student records going back 1000 years. Then, a nearly perfected cure for dragon pox. Finally, a mysterious handwritten book full of strange runes.;Agree, and walk away, leaving them to wonder whether you are bluffing?;The Wise;Left;Ravenclaw
Dawn;Flying on a broomstick;Boredom;Cowardly;Tell Professor Flitwick that he ought to ask your classmate (and resolve to tell your classmate that if he doesn't tell the truth, you will).;Harlequin toad;The sea;Right;Gryffindor
Stars;All about magical creatures, and how to befriend/care for them;Ask what makes them think so?;The statue of an old wizard with a strangely twinkling eye;Love?;First, a nearly perfected cure for dragon pox. Then student records going back 1000 years. Finally, a mysterious handwritten book full of strange runes.;Harlequin toad;Heads;Hufflepuff
Dusk;Cold;The Bold;The power to read minds;White cat;Attempt to confuse the troll into letting all three of you pass without fighting?;The statue of an old wizard with a strangely twinkling eye;Black;Slytherin
Moon;Imitated?;You would not wait to be asked to tell Professor Flitwick the truth.  If you knew that somebody was using a forbidden quill, you would tell the teacher before the exam started.;Think with admiration of your achievements;The violin;Snowy owl;The power to change the past;White;Ravenclaw
Dawn;Love?;You would not wait to be asked to tell Professor Flitwick the truth.  If you knew that somebody was using a forbidden quill, you would tell the teacher before the exam started.;Boredom;Werewolves;The sea;Barn owl;Tails;Gryffindor
Moon;Think with admiration of your achievements;Draw your wand and try to discover the source of the noise?;Dragon toad;First student records going back 1000 years. Then, a nearly perfected cure for dragon pox. Finally, a mysterious handwritten book full of strange runes.;Goblins;The drum;Right;Gryffindor
Moon;The gleaming jet black box with a silver lock and key, marked with a mysterious rune that you know to be the mark of Merlin.;Hexes and jinxes;Being forced to speak in such a silly voice that hardly anyone can   understand you, and everyone laughs at you.;Liked?;Cowardly;Barn owl;White;Slytherin
River;Glory?;Liked?;The gleaming jet black box with a silver lock and key, marked with a mysterious rune that you know to be the mark of Merlin.;Vampires;The cobbled street lined with ancient buildings;Tawny owl;Black;Slytherin
River;First, student records going back 1000 years. Then a mysterious handwritten book full of strange runes. Finally, a nearly perfected cure for dragon pox.;Home;Ginger cat;Ask what makes them think so?;Ordinary;The power to change your appearance at will;Heads;Slytherin
Moon;Being forced to speak in such a silly voice that hardly anyone can   understand you, and everyone laughs at you.;Vampires;Envied?;The Wise;Snowy owl;The drum;Left;Slytherin
Stars;Think with admiration of your achievements;Trolls;Being forced to speak in such a silly voice that hardly anyone can   understand you, and everyone laughs at you.;First, a nearly perfected cure for dragon pox. Then student records going back 1000 years. Finally, a mysterious handwritten book full of strange runes.;Fresh parchment;White cat;Left;Slytherin
Dawn;Being forced to speak in such a silly voice that hardly anyone can   understand you, and everyone laughs at you.;The power of invisibility;Love?;First,  a mysterious handwritten book full of strange runes. Then student records going back 1000 years. Finally, a nearly perfected cure for dragon pox. ;The fat red toadstools that appear to be talking to each other;Common toad;Heads;Hufflepuff
River;Boredom;Agree, and walk away, leaving them to wonder whether you are bluffing?;Home;Ghosts;Tawny owl;I don't care what people think of me after I'm dead, it's what they think of me while I'm alive that counts;Right;Gryffindor
Dusk;First, a mysterious handwritten book full of strange runes. Then a nearly perfected cure for dragon pox. Finally, student records going back 1000 years.;Think with admiration of your achievements;Vampires;White cat;Tell Professor Flitwick that he ought to ask your classmate (and resolve to tell your classmate that if he doesn't tell the truth, you will).;The piano;White;Ravenclaw
Dawn;Flying on a broomstick;Ordinary;The sea;Imitated?;Standing on top of something very high and realizing suddenly that there are no hand- or footholds, nor any barrier to stop you falling.;Dragon toad;Left;Ravenclaw
Dawn;Draw your wand and stand your ground?;First,  a mysterious handwritten book full of strange runes. Then student records going back 1000 years. Finally, a nearly perfected cure for dragon pox. ;The ornate golden casket, standing on clawed feet, whose inscription warns that both secret knowledge and unbearable temptation lie within.;Centaurs;Ignorant;Three toed tree toad;Tails;Ravenclaw
Forest;Vampires;Loneliness;Tabby cat;Wisdom?;The mysterious black liquid that gleams like ink, and gives off fumes that make you see strange visions.;You would not wait to be asked to tell Professor Flitwick the truth.  If you knew that somebody was using a forbidden quill, you would tell the teacher before the exam started.;Heads;Slytherin
River;Ignorant;The power to change the past;The twisting, leaf-strewn path through woods;First, a mysterious handwritten book full of strange runes. Then a nearly perfected cure for dragon pox. Finally, student records going back 1000 years.;The bubbling pool, in the depths of which something luminous is swirling;Screech owl;White;Ravenclaw
Moon;Draw your wand and try to discover the source of the noise?;The fat red toadstools that appear to be talking to each other;First, a nearly perfected cure for dragon pox. Then student records going back 1000 years. Finally, a mysterious handwritten book full of strange runes.;Tawny owl;The Bold;The power of invisibility;Right;Gryffindor
Forest;Power?;The sea;Imitated?;Goblins;Volunteer to fight?;Siamese cat;Heads;Ravenclaw
Moon;Selfish;Siamese cat;The power to speak to animals;Praised?;Volunteer to fight?;The statue of an old wizard with a strangely twinkling eye;White;Gryffindor
Dawn;Natterjack toad;Ghosts;Love?;Draw your wand and try to discover the source of the noise?;The small tortoiseshell box, embellished with gold, inside which some small creature seems to be squeaking.;Hunger;Heads;Hufflepuff
Dawn;Volunteer to fight?;Loneliness;Tawny owl;Merpeople;The violin;Wisdom?;Heads;Ravenclaw
Stars;The fat red toadstools that appear to be talking to each other;Ghosts;Ordinary;First, a nearly perfected cure for dragon pox. Then student records going back 1000 years. Finally, a mysterious handwritten book full of strange runes.;Brown owl;Attempt to confuse the troll into letting all three of you pass without fighting?;Black;Gryffindor
Dawn;Agree, and walk away, leaving them to wonder whether you are bluffing?;First, a nearly perfected cure for dragon pox. Then a mysterious handwritten book full of strange runes. Finally, student records going back 1000 years.;The fat red toadstools that appear to be talking to each other;Cowardly;Transfiguration (turning one object into another object);Snowy owl;Right;Gryffindor
Dusk;The power of superhuman strength;An eye at the keyhole of the dark, windowless room in which you are locked.;First student records going back 1000 years. Then, a nearly perfected cure for dragon pox. Finally, a mysterious handwritten book full of strange runes.;The fat red toadstools that appear to be talking to each other;Three toed tree toad;Ignorant;Black;Hufflepuff
Dawn;Secrets about the castle;The gleaming jet black box with a silver lock and key, marked with a mysterious rune that you know to be the mark of Merlin.;Harlequin toad;Standing on top of something very high and realizing suddenly that there are no hand- or footholds, nor any barrier to stop you falling.;Loneliness;Think with admiration of your achievements;Left;Ravenclaw
